TEXTURE AT STRAIN =    0.0500
   1.013   1.018   0.970  <-- length of phase ellipsoid axes
  -27.61    2.93   -2.96  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
  165.64   45.75 -103.80   0.0016500
